person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_153,Event0324,"Emo, Benedetto","Emo, Benedetto Commission",Commission,commission e sindacato,1427-07-24,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 10, cc. 65v-67; Sathas, Documents, pp. 182-186; Thiriet, Sénat, II, n. 2066. Archivio di Stato di Venezia, S, reg. 2, c. 3."
Person_153,Event0325,"Emo, Benedetto","Emo, Benedetto accreditation",accreditation,Ambaciatore per cercare di annodare rapporti di pace tra il basileus e Murad II. (essendo già bailo alla corte del basileus),,26 agosto 1422,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 8, cc. 70-72; Thiriet, Sénat, II, n. 1855."
Person_153,Event0326,"Emo, Benedetto","Emo, Benedetto accreditation",accreditation,Ambaciatore per cercare di annodare rapporti di pace tra il basileus e Murad II. (essendo già bailo alla corte del basileus),26 agosto 1422,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 8, cc. 70-72; Thiriet, Sénat, II, n. 1855."
Person_153,Event0327,"Emo, Benedetto","Emo, Benedetto accreditation",accreditation,,,2 6 August 1422,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 8, cc. 70-72; Thiriet, Sénat, II, n. 1855. "
Person_153,Event0328,"Emo, Benedetto","Emo, Benedetto Audit",Audit,,,26 agosto-13 settembre 1422,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 1, c. 219v."
Person_154,Event0329,"Emo, Giovanni","Emo, Giovanni Commission",Commission,commission,1720-03-23,23 March 1720,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 38, cc. 38-44v."
Person_155,Event0330,"Erizzo, Antonio","Erizzo, Antonio Commission",Commission,,,13 aprile 1554,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 69, cc. 14v-17v."
Person_155,Event0331,"Erizzo, Antonio","Erizzo, Antonio Commission",Commission,commission,,13 aprile 1554,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 69, cc. 14v-17v."
Person_156,Event0332,"Erizzo, Nicolò","Erizzo, Nicolò Commission",Commission,,,16 gennaio 1739,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 43, cc. 133v-140v."
Person_156,Event0333,"Erizzo, Nicolò","Erizzo, Nicolò Commission",Commission,commission,,16 gennaio 1739,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 43, cc. 133v-140v."
Person_159,Event0334,"Ferro, Girolamo","Ferro, Girolamo Commission",Commission,,,2 maggio 1560,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 2, cc. 3-5v."
Person_159,Event0335,"Ferro, Girolamo","Ferro, Girolamo Commission",Commission,commission,,2 maggio 1560,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 2, cc. 3-5v."
Person_161,Event0336,"Fontana, Lodovico","Fontana, Lodovico birth",birth,birth,,,,,,,Venice,,,,
Person_161,Event0337,"Fontana, Lodovico","Fontana, Lodovico employment end",employment end,,1904-04-14,1566,,,,,,,,,
Person_161,Event0338,"Fontana, Lodovico","Fontana, Lodovico petition",petition,1566: bailo endorses his request to be elected extraordinary of the chancellery,1566-01-01,,,,,,,,,,
Person_161,Event0339,"Fontana, Lodovico","Fontana, Lodovico appraisal",appraisal,"1564: (Daniele Barbarigo 1564: 56) 'voglio sperar che debbano riuscir secondo il desiderio di lei, essendo tutti due pronti per fare il debito loro; e credo che presto la se ne potrà servir di messer Vincenzo degli Alessandri per esercitarsi un poco più nel parlare di quello, che fa messer Lodovico Fontana; ma ancor lui non manca di leggere e scrivere.""
1/8/1565
",1564-01-01,,,,,,,,,,
Person_163,Event0340,"Fortis, Alvise","Fortis, Alvise Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_163,Event0341,"Fortis, Alvise","Fortis, Alvise employment end",employment end,,1696-01-01,post1695,,,,,,,,,
Person_163,Event0342,"Fortis, Alvise","Fortis, Alvise travel",travel,11/5/1690: sent to Dalmatia,1690-11-05,,,,,,,,,,
Person_163,Event0343,"Fortis, Alvise","Fortis, Alvise ",,"7/5/1690: sent w 'Gallera Arbesana all obbedienza del Prov.r G'nal in Dalmatia, et Albania, ove resta destiato'",1690-07-05,,,,,,,,,,
Person_163,Event0344,"Fortis, Alvise","Fortis, Alvise travel",travel,6/6/1693: Isach Ralli sent to Dalmatia in place of Alvise Fortis who went to Levante,1693-06-06,,,,,,,,,,
Person_163,Event0345,"Fortis, Alvise","Fortis, Alvise salary",salary,"9/20/1695: annual salary: 130 cechini + 2 vesti 'uno di saglia, l'altra di raso' + various small sums for new year's, etc",1695-09-20,,,,,,,,,,
Person_163,Event0346,"Fortis, Alvise","Fortis, Alvise translation",translation,1629: co-translates letter by sultan Ahmed III (Documenti Turchi 1629),1629-01-01,,,,,,,,,,
Person_163,Event0347,"Fortis, Alvise","Fortis, Alvise petition",petition,2/20/1682: Francesco Morosini etc support supplica by Alvise Fortis dragomano [in Istanbul? for raise ,1682-02-20,,,,,,,,,,
Person_164,Event0348,"Fortis, Giacomo (I)","Fortis, Giacomo (I) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_164,Event0349,"Fortis, Giacomo (I)","Fortis, Giacomo (I) appraisal",appraisal,"9/28/1671: note from VS that durg his bro's year-long absence in Dalmatia, Giacomo's job entailed 'interpretare dall'una all'altra lingua, et nel tradurre dal Turchesco nel nostro Idioma lettere, ch'esistono in secreta' not to be confused w nephew of same name ",1671-09-28,,,,,,,,,,
Person_164,Event0350,"Fortis, Giacomo (I)","Fortis, Giacomo (I) promotion",promotion,1682: appointed Public Dragoman in Venice 1687: translates letter by Ottoman official in Belgrade [See Setton 1991: 286 1701: translates Treaty of Karlowitz [Pedani 2010: xxiv,1682-01-01,,,,,,,,,,
Person_164,Event0351,"Fortis, Giacomo (I)","Fortis, Giacomo (I) translation",translation,1687: translates letter by Ottoman official in Belgrade [See Setton 1991: 286 1701: translates Treaty of Karlowitz [Pedani 2010: xxiv,1687-01-01,,,,,,,,,,
Person_164,Event0352,"Fortis, Giacomo (I)","Fortis, Giacomo (I) translation",translation,1701: translates Treaty of Karlowitz [Pedani 2010: xxiv,1701-01-01,,,,,,,,,,
Person_164,Event0353,"Fortis, Giacomo (I)","Fortis, Giacomo (I) promotion",promotion,"7/22/1671: elected Dragomano in compliance w supplica of Pietro, his bro ",1671-07-22,,,,,,,,,,
Person_164,Event0354,"Fortis, Giacomo (I)","Fortis, Giacomo (I) petition",petition,"3/2/1671: VS suggest that he be hired instead of bro currently in Dalmatia
",1671-03-02,,,,,,,,,,
Person_165,Event0355,"Fortis, Giacomo (II)","Fortis, Giacomo (II) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_165,Event0356,"Fortis, Giacomo (II)","Fortis, Giacomo (II) employment end",employment end,,1701-01-01,1701,,,,,,,,,
Person_165,Event0357,"Fortis, Giacomo (II)","Fortis, Giacomo (II) Employment End",Employment End,,1904-08-27,1701,,,,,,,,,
Person_165,Event0358,"Fortis, Giacomo (II)","Fortis, Giacomo (II) petition",petition,"9/22/1671: asked to be elected dragoman. VS provide report to gvt on his abilities. current VS say they weren't there whe he was employed, suggest their predecessors be asked. has been employed for a yr. translates letters from turkish to italian satisfactorily.",1671-09-22,,,,,,,,,,
Person_165,Event0359,"Fortis, Giacomo (II)","Fortis, Giacomo (II) promotion",promotion,7/12/1682: elected public dragoman in lieu of deceased father;,1682-07-12,,,,,,,,,,
Person_165,Event0360,"Fortis, Giacomo (II)","Fortis, Giacomo (II) appraisal",appraisal,8/18/1682: VS concede that Carli would have been a worthier choice,1682-08-18,,,,,,,,,,
Person_166,Event0361,"Fortis, Pietro","Fortis, Pietro Birth",Birth,Birth,1904-06-07,,,,,,Istanbul,,,,
Person_166,Event0362,"Fortis, Pietro","Fortis, Pietro employment end",employment end,,1682-01-01,1682,,,,,,,,,
Person_166,Event0363,"Fortis, Pietro","Fortis, Pietro appointment",appointment,1627: admitted to bailo's house,1627-01-01,,,,,,,,,,
Person_166,Event0364,"Fortis, Pietro","Fortis, Pietro employment",employment,1634: gdl,1634-01-01,,,,,,,,,,
Person_166,Event0365,"Fortis, Pietro","Fortis, Pietro employment; petition",employment; petition,"1643: still Gdl, seeks promotion",1643-01-01,,,,,,,,,,
Person_166,Event0366,"Fortis, Pietro","Fortis, Pietro promotion",promotion,9/1/1643 appointed dragomano publico in Venice. VS recommend 7% of terzo + 100 ducats a year,1643-09-01,,,,,,,,,,
Person_166,Event0367,"Fortis, Pietro","Fortis, Pietro raise",raise,"1645: asks for raise, granted",1645-01-01,,,,,,,,,,
Person_166,Event0368,"Fortis, Pietro","Fortis, Pietro litigation",litigation,1650: litigation with Armenian merchants over terzo,1650-01-01,,,,,,,,,,
Person_166,Event0369,"Fortis, Pietro","Fortis, Pietro ",,1650: patrino to Istanbul-born 20 year old turkish convert Asil-Piero. See Converts db # 8220,1650-01-01,,,,,,,,,,
Person_166,Event0370,"Fortis, Pietro","Fortis, Pietro citizenship",citizenship,1651: granted venetian originary citizenship,1651-01-01,,,,,,,,,,
Person_166,Event0371,"Fortis, Pietro","Fortis, Pietro Petition",Petition,"1652: receives only %5 of terzo, asks for raise",1652-01-01,,,,,,,,,,
Person_166,Event0372,"Fortis, Pietro","Fortis, Pietro Salary",Salary,1654: annual salary 46 1/2 zecchini,1654-01-01,,,,,,,,,,
Person_166,Event0373,"Fortis, Pietro","Fortis, Pietro Petition",Petition,"1655: asks for raise to %14 of terzo, approved by VS in 1656, but never carried out",1655-01-01,,,,,,,,,,
Person_166,Event0374,"Fortis, Pietro","Fortis, Pietro Petition",Petition,"1658: asks for raise to 15% of terzo, approved by never carried out",1658-01-01,,,,,,,,,,
Person_166,Event0375,"Fortis, Pietro","Fortis, Pietro Petition",Petition,1658: in great debt to Antonio Bagos Armeno,1658-01-01,,,,,,,,,,
Person_166,Event0376,"Fortis, Pietro","Fortis, Pietro Petition",Petition,1661: asks for remainder of 15%,1661-01-01,,,,,,,,,,
Person_166,Event0377,"Fortis, Pietro","Fortis, Pietro Petition",Petition,"1663: has 7 children, asks for a raise",1663-01-01,,,,,,,,,,
Person_166,Event0378,"Fortis, Pietro","Fortis, Pietro Petition",Petition,1664: asks for a raise,1664-01-01,,,,,,,,,,
Person_166,Event0379,"Fortis, Pietro","Fortis, Pietro Petition",Petition,1666: asks for job for sons and brother,1666-01-01,,,,,,,,,,
Person_166,Event0380,"Fortis, Pietro","Fortis, Pietro Petition",Petition,"1667: asks that 15% of terzo also be given to his children after him. repeats offer to send 2 boys to Istanbul to become gdl, praises their loyalty, potential",1667-01-01,,,,,,,,,,
Person_166,Event0381,"Fortis, Pietro","Fortis, Pietro Petition",Petition,1668: asks for recompense for expenses incurred during mission to Dalmatia in matter of new scala of Narenta,1668-01-01,,,,,,,,,,
Person_166,Event0382,"Fortis, Pietro","Fortis, Pietro travel",travel,1670: in Dalmatia and Venice,1670-01-01,,,,,,,,,,
Person_166,Event0383,"Fortis, Pietro","Fortis, Pietro raise",raise,1671: raise - finally receives 15% of terzo,1671-01-01,,,,,,,,,,
Person_166,Event0384,"Fortis, Pietro","Fortis, Pietro translation",translation,1647: translated a range of letters by Ottoman prisoners to their relatives [Pedani Fabris & Bombaci 1994: 411-414,1647-01-01,,,,,,,,,,
Person_166,Event0385,"Fortis, Pietro","Fortis, Pietro appraisal",appraisal,"VS in 1643: 'essercitando egli le funtioni tutte del precessore con diligente, et incessante opera nelle occorenze tutte del mag.to n'ro, alle doane, et dove ricerca il bisogno pub.o et il part.re de mercanti Turchi, et altri, facendosi conoscere giovane di attitudine e spirito, con compita sodisfat.ne n'ra, et de mercanti ancora'.",1643-01-01,,,,,,,,,,
Person_170,Event0386,"Foscarini, Francesco","Foscarini, Francesco Commission",Commission,commission,1414-07-19,19 luglio 1414,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 50, cc. 130-130v; Thiriet, Sénat, II, n. 1538."
Person_172,Event0387,"Foscarini, Pietro","Foscarini, Pietro accreditation",accreditation, credenziali,,5 agosto 1632,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 21, cc. 48v-49v."
Person_173,Event0388,"Foscarini, Pietro","Foscarini, Pietro Commission",Commission,commission,,23 giugno 1640,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 26, cc. 49v-53."
Person_176,Event0389,"Francesco Morosini, Giovanni","Francesco Morosini, Giovanni Commission",Commission,commission,,14 agosto 1582,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 6, cc. 75-78v."
Person_177,Event0390,"Gaetta, Paolo","Gaetta, Paolo birth",birth,birth,,,,,,,Zante,,,,
Person_177,Event0391,"Gaetta, Paolo","Gaetta, Paolo appointment",appointment,"VS endorse appt of Gaetta to 'Traddur le le're Greche in franco che vengono scritte dà Turchi in luoco di Franc.o Contucci che hà riffiutato d.o ministerio' 'Non haver il mag.to nostro alcuna notta dell'Offiti, et Carichi dà parte di Mare, mà solam.te sono descritti nella mare che s'attrova nel mag.to nostro li Offitti, et Carichi di Terra Ferma; Mà vedendo dalle lettere dell'Ill.mo S.r Prov.r del Zante l'elett.ne da lui fatta del d.o Paulo Gaetta; assicurandoci del pub.co Servitio p[er gl' interessi che posono alla giornata succedere et con il vantaggio di tenue recognitne de Dti doi al mese: non havendo che dirli in vantaggio...'",,,,,,,,,,,
Person_179,Event0392,"Garzoni, Camillo di","Garzoni, Camillo di Birth",Birth,Birth,,,,,,,Venice,,,,
Person_179,Event0393,"Garzoni, Camillo di","Garzoni, Camillo di employment end",employment end,,1627-01-01,1627,,,,,,,,,
Person_179,Event0394,"Garzoni, Camillo di","Garzoni, Camillo di petition",petition,"Former giovane di lingua in Istanbul. left his post and tried. spent 3 yrs in Zara 'conforme all'alternativa della s'nza contro di me prononciata, nella quale fù anco ingionto condit.ne che io ben che liberato no' potessi in altri tempi essercitar carichi publici et essendo dalla benignità della s. v'ra stano restituito alla Patria m'attroverci inutil suddito di q.la mentre havessi à restar privo di potermi impiegare in ser.re alla s. v nella maniera, che co' incessate spirito han'o fatto li miei magri et tuttavia va'no continuati colarm.te nell'ardire delle am.ria ha'no in ogni te'po datta, et tuttavia da'no manifesta caparra della loro divot.ma osservanza la quale pure nell'a'ia mia vivan.te ingressa, mi costringedola degnarsi dispensarmi dalla condi.ne della pred.a mia s'nza q'li fu publicata il g.no 10/22/1627 accio io co' hereditaria... could work in pub service",1627-10-22,,,,,,,,,,
Person_181,Event0395,"Gioveni, Stefano di","Gioveni, Stefano di Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_181,Event0396,"Gioveni, Stefano di","Gioveni, Stefano di employment end",employment end,,1599-01-01,1599,,,,,,,,,
Person_181,Event0397,"Gioveni, Stefano di","Gioveni, Stefano di Employment End",Employment End,,1904-05-17,1599,,,,,,,,,
Person_181,Event0398,"Gioveni, Stefano di","Gioveni, Stefano di employment",employment,,1581-01-01,1581,,,,,,,,,
Person_181,Event0399,"Gioveni, Stefano di","Gioveni, Stefano di Petition",Petition,"27v 'Et circa à novo Dragomano in Suo [Ambrosio Grillo's loco, vi dicemo, che per dilige[ntia fin quà usata, no' sapemo trovar soggetto più atto p[er questo bisogno p[er le informationi che fin quà havemo, che un steffano di Gioveni Peroto, che già qualche anno serve p[er Dragomano li consuli n'ri in Egitto, co'l quale Faremo trattare, ma non risoluteremo cosa alcuno, fino che onn habbiamo risposta da voi delle p'nti n're accioche possiate darci qualche più particolar lume di detto Stephano, essendo egli di quelle parti, et perche anco se fra tanto voi havette trovato qualche altro soggetto sufficiente possiate risolvervi, come si contentiamo, che facciate in quello, che giudicaste di maggior servitio delle cose n're. 38v 5/10/1586",1586-01-01,1586,,,,,,,,,
Person_181,Event0400,"Gioveni, Stefano di","Gioveni, Stefano di employment",employment,previously in service of Ven consul in Egypt,,,,,,,,,,,
Person_181,Event0401,"Gioveni, Stefano di","Gioveni, Stefano di appointment",appointment,12/15/1586: Dragoman Grande in Istanbul.,1586-12-15,1586,,,,,,,,,
Person_181,Event0402,"Gioveni, Stefano di","Gioveni, Stefano di appraisal",appraisal,"Lorenzo Bernardo 1592: 413: 'è persona di bella presenza e di ottima disposizione a quel carico, ma è indisposto e spesse volte stando ammalato il servizio pubblico, convien patire alquanto; nè bisogna immaginarsi di metter li negozii suoi in mano di altri, perchè per la emulazione, che è fra di essi dragomanni saria un pericolarli' very poor",1592-01-01,,,,,,,,,,
Person_182,Event0403,"Girachi, Giorgio","Girachi, Giorgio Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_182,Event0404,"Girachi, Giorgio","Girachi, Giorgio employment end",employment end,,1663-01-01,post1662,,,,,,,,,
Person_182,Event0405,"Girachi, Giorgio","Girachi, Giorgio Employment End",Employment End,,1904-07-19,post1662,,,,,,,,,
Person_182,Event0406,"Girachi, Giorgio","Girachi, Giorgio salary",salary,1641: annual salary 150 reali,1641-01-01,,,,,,,,,,
Person_182,Event0407,"Girachi, Giorgio","Girachi, Giorgio salary",salary,1654: annual salary 130 zecchini,1654-01-01,,,,,,,,,,
Person_183,Event0408,"Giustinian, Antonio","Giustinian, Antonio Commission",Commission,commission,,30 maggio 1513,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 45, cc. 127-128."
Person_184,Event0409,"Giustinian, Ascanio","Giustinian, Ascanio Commission",Commission,commission,,9 settembre 1702,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 36, cc. 41v-48."
Person_184,Event0410,"Giustinian, Ascanio","Giustinian, Ascanio ",,,,26 marzo 1409,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, cc. 60-62v; Thiriet, Sénat, II, n. 1347."
Person_185,Event0411,"Giustinian, Francesco","Giustinian, Francesco election",election,election,1409-02-09,9 febbraio 1409,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, c. 53; Thiriet, Sénat, II, n. 1343. "
Person_185,Event0412,"Giustinian, Francesco","Giustinian, Francesco Commission",Commission,commission,1409-03-26,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, cc. 60-62v; Thiriet, Sénat, II, n. 1347."
Person_186,Event0413,"Giustinian, Giorgio","Giustinian, Giorgio Commission",Commission,commission,,3 aprile 1620,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 13, cc. 21v-32v."
Person_187,Event0414,"Giustinian, Marco","Giustinian, Marco ",,,1532-12-22,,,,,,,,,,"Archivio di Stato di Venezia, SAVMC, reg. 1, cc. 173a-173b. "
Person_188,Event0415,"Giustinian, Nicolò","Giustinian, Nicolò election",election,election,,,,,,,,,,,
Person_188,Event0416,"Giustinian, Nicolò","Giustinian, Nicolò Commission",Commission,commission,,5 aprile 1533,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 55, cc. 71v-73."
