document_id,title,page,languages,english_summary,transcription,transliteration,date,date_text,date_type,places,topics,agencies,related_objects,notes,related_people,related_document,genre
Carte_Turche_495,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  9",9,Ottoman,TemessÌ_k given to the Venetians regarding the payment of the tribute for the island of Zakise for the years of 1036-1037.,,,1627-02-22,6 CemaziÌ_lahir 1036,Hijri,Zakise,ahdname,Venedik beyleri,ArchivalObject014,,"PersonDocumentRelation0166, PersonDocumentRelation0167",,genredoc0445
Carte_Turche_496,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  6?",6?,Ottoman,Order sent to the kad€± of €¡zmir and voivoda of KuÙadas€± upon the request of the Venetian bailo regarding the corsairs attack on a Venetian ship which traveled to Alexandria and then was on its way back to Venice. It was taken by the corsairs and due to a storm near the island of Susam (Samos) it was taken to the fortress in KuÙadas€±. The ship is still there. The Ottoman officials are ordered to free the Venetians and return their goods to the Venetian consul in €¡zmir in accordance with the ahdname.,,,1627-03-03,Evas€±t-€± CemaziÌ_lahir 1036:Evasit,Hijri,€¡zmir;€¡skederiye;KuÙadas€±;Susam adas€±,ahdname;corsairs,€¡zmir Kad€±s€±;KuÙadas€± Voyvodas€±;Venedik balyosu;Venedik konsolosu,ArchivalObject014,,,,genredoc0446
Carte_Turche_497,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  8",8,Ottoman,Mektub sent by Hasan PaÙa to the kad€± of €¡zmir and voivoda of KuÙadas€± regarding the corsair attack on a Venetian ship. It traveled to Alexandria and then was on its way back to Venice. It was taken by the corsairs and due to a storm near the island of Susam (Samos) it was taken to the fortress in KuÙadas€±.The Ottoman officials are asked to free the Venetians and return their goods to the Venetian consul in €¡zmir in accordance with the ahdname and the order sent.,,,1627-03-03,no date,Gregorian,€¡zmir;€¡skenderiye;Susam adas€±,ahdname;corsairs,Kapudan Hasan PaÙa;€¡zmir Kad€±s€±;KuÙadas€± Voyvodas€±,ArchivalObject014,,,,genredoc0447
Carte_Turche_498,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  9",9,Ottoman,"Order sent to the kad€±, custodians (dizdars), and a€Ùas of Nova upon the request of the Venetian bailo regarding a Venetian ship which run ashore due to a storm in the area. The people of Nova looted the goods inside the ship which is against the ahdname. The Ottoman officials are ordered to find those goods and return them to the Venetians and punish the evil-doers.",,,1627-03-13,Evahir-i CemaziÌ_lahir 1036:Evahir,Hijri,Parast€± (Parast);Nova,ahdname,Nova Kad€±s€±;Nova Kalesi dizdarlar€±;Nova kalesi [neferat] A€Ùalar€±;Venedik balyosu,ArchivalObject014,,,,genredoc0448
Carte_Turche_499,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  10",10,Ottoman,"Order sent to Kenan PaÙa who is leading the soldiers in Rumelia for a campaign and to the kad€±, dizdars and a€Ùas of D€±raÌ¤ regarding Venetian ships run ashore while on their way from Korfoz to Venice. They crashed near D€±raÌ¤ where several a€Ùas captured the goods inside those ships and 130 Venetian subjects. They also captured cannons and other materials. The Ottoman officials are ordered to have those a€Ùas found those goods and men. They are to return them to the Venetian admiral or their man.",,,1627-03-25,Evail-i Receb 1036:Eva'il,Hijri,D€±raÌ¤;Korfoz,ahdname,Venedik beyleri,ArchivalObject014,,,,genredoc0449
Carte_Turche_50,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  54",54,Ottoman,"Order sent to the beylerbeyi and kad€± of Tripoli upon the bailo's request regarding unpaid debt of emin of Tripoli harbor, Mehmed, to the Venetian merchants. He purchased goods from the merchants and determined the prices on his own. But he never paid. Ottoman officials are ordered to investigate the issue and collect the money of the Venetian merchants.",,,1590-11-03,Evail-i muharrem 999:Eva'il,Hijri,Cebel;Trablus;Haleb,safe conduct;ahdname;commercial dispute,TrablusÙam Beylerbeyi;TrablusÙam Kad€±s€±;Venedik balyosu;Venedik konsolusu,ArchivalObject009,,,,genredoc0450
Carte_Turche_500,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  10",10,Ottoman,"Order sent to Kenan PaÙa who is leading the soldiers in Rumelia for a campaign and to a beylerbeyi (gap in the text) and to the sancakbey of Elbistan and to the kad€±, dizdars and a€Ùas of D€±raÌ¤ regarding Venetian ships run ashore while on their way from Korfoz to Venice. They crashed near D€±raÌ¤ where several a€Ùas captured the goods inside those ships and 130 Venetian subjects. They also captured cannons and other materials. The Ottoman officials are ordered to have those a€Ùas found those goods and men. They are to return them to the Venetian admiral or their man.",,,1627-03-13,Evahir-i CemaziÌ_lahir 1036:Evahir,Hijri,D€±raÌ¤;€¡lbasab,ahdname,Rumelinde sefer-i hÌ_mayuna asker sÌ_rmege giden Kenan PaÙa (gap in the text) beylerbeyi olub;Elbistan sancakbeyi;DraÌ¤ Kad€±s€±;DraÌ¤ Kalesi dizdalar€±;[DraÌ¤ kalesi neferat] A€Ùalar€±;Venedik beyleri;Venedk balyosu,ArchivalObject014,,"PersonDocumentRelation0168, PersonDocumentRelation0169, PersonDocumentRelation0170",,genredoc0451
Carte_Turche_501,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  11",11,Ottoman,"Order sent to the beylerbeyi of Bosna, sancakbey of Hersek and to the custodians (dizdars), and a€Ùas of Nova upon the request of the Venetian bailo regarding a Venetian ship which run ashore due to a storm in the area. The people of Nova looted the goods inside the ship which is against the ahdname. The Ottoman officials are ordered to find those goods and return them to the men arriving from Kotor and punish the evil-doers.",,,1627-03-25,Evail-i Receb 1036:Eva'il,Hijri,Nova;Bosna;Parast,ahdname,Bosna Beylerbeyi;Hersek sancakbeyi;Nova Kalesi Dizdarlar€±;Nova kalesi neferat a€Ùalar€±;Venedik balyosu,ArchivalObject014,,PersonDocumentRelation0171,,genredoc0452
Carte_Turche_502,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  1",1,Ottoman,"Mektub sent by Receb PaÙa to the kad€±s of YeniÙehir and Fener regarding procurement of grains to the Venetians who are mustering their armies against the Spanish and their allies in Europe. Those armies need food and in line with the friendship with Venice, the kad€±s are asked to provide the men arriving from Venice with grains in exchange for money and they are also asked to give those Venetian soldiers (volunteers?).",,,04-06-14,no date,Gregorian,YeniÙehir;Fener;Frengistan,ahdname;diplomatic affairs,YeniÙehir Kad€±s€±;Fener Kad€±s€±;Venedik beyleri;Venedik balyosu,ArchivalObject015,,,,genredoc0453
Carte_Turche_503,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  2",2,Ottoman,"Mektub sent by Receb PaÙa to a administrator (kad€± or sancakbey, not indicated in the text) regarding procurement of grains to the Venetians who are mustering their armies against the Spanish and their allies in Europe. Those armies need food and in line with the friendship with Venice, the Ottoman officials are asked to provide the men arriving from Venice with grains in exchange for money.",,,04-06-14,no date,Gregorian,€¡spanya;Frengistan,ahdname;diplomatic affairs,Venedik beyleri;Venedik balyosu,ArchivalObject015,,PersonDocumentRelation0172,,genredoc0454
Carte_Turche_504,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  3",3,Ottoman,"Mektub sent by Receb PaÙa to the sancakbeys in the Mediterranean and kad€±s of Kesendire, Siroz and Koloz regarding procurement of grains to the Venetians who are mustering their armies against the Spanish and their allies in Europe. Those armies need food and in line with the friendship with Venice, the Ottoman officials are asked to provide the men arriving from Venice with grains for the amount that exceed the need for the people in district in exchange for money.",,,04-06-14,no date,Gregorian,Akdeniz;Kesendire;Siroz,ahdname;diplomatic affairs,Akdenizde vaki sancakbeyleri;Kesendire Kad€±s€±;Siroz Kad€±s€±;Koloz Kad€±s€±;Venedik beyleri,ArchivalObject015,,PersonDocumentRelation0173,,genredoc0455
Carte_Turche_505,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  4",4,Ottoman,"Mektub sent by Receb PaÙa to the voivoda and custodian of KuÙadas€± regarding procurement of grains to the Venetians who are mustering their armies against the Spanish and their allies in Europe. Those armies need food and in line with the friendship with Venice, the Ottoman officials are asked to provide the men arriving from Venice with grains for the amount that exceed the need for the people in district in exchange for money.",,,04-06-14,no date,Gregorian,KuÙadas€±;€¡spanya;(Demantova),ahdname;diplomatic affairs,Venedik beyleri;Venedik balyosu,ArchivalObject015,,PersonDocumentRelation0174,,genredoc0456
Carte_Turche_506,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  5",5,Ottoman,"Order sent to the kad€± of €¡zmir upon the request of the Venetian bailo regarding five Venetian subjects and three Venetian captains (reis) enslaved by the corsairs. The corsair ship is now at the port of €¡zmir. The kad€± is ordered to release those five Venetian subjects, three Venetian captains and any other Venetians that are found in the ship in accordance with the ahdname.",,,1630-02-10,Evahir-i CemaziÌ_lahir 1039:Evahir,Hijri,€¡zmir,ahdname;corsairs,€¡zmir Kad€±s€±;Venedik balyosu,ArchivalObject015,,PersonDocumentRelation0175,,genredoc0457
Carte_Turche_507,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  6",6,Ottoman,"Order sent to thesancakbey and kad€± of NakÙe and kad€± of Pare (Yare) upon the request of the bailo regarding a Venetian ship which run ashore due to a storm in the area . The goods and grain loaded by the Venetian consul of €¡zmir have been taken by Murad KethÌ_da who refused to give it back to the Venetians. Now, the Ottoman officials are ordered to retrieve those goods and grain from the kethÌ_da and return it to the Venetian consul or to the men arriving with the imperial order.",,,1630-03-02,Evas€±t-€± Receb 1039:Evasit,Hijri,NakÙe;Pare,ahdname,NakÙe Sancakbeyi;NakÙe Kad€±s€±;Pare kad€±s€±;KethÌ_da Murad ;Venedik balyosu;Venedik konsolosu,ArchivalObject015,,PersonDocumentRelation0176,,genredoc0458
Carte_Turche_508,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  8",8,Ottoman,"Order sent to B€±Ì¤akÌ¤€± o€Ùlu Mehmed regarding Venetian ships which belong to a Venetian noble and which run ashore while on theirto Venice. They crashed near D€±raÌ¤. Kara Mehmed and Sar€± Cafer received 2700 guruÙ to help the Venetians save their belongings from the water. However, they decided to take the goods inside those ships and 130 Venetian subjects as slaves. In spite of previous orders, neither those evil-doers were punished nor the belongings of the Venetians were returned. Now, Mehmed is ordered to release the Venetian subjects, return their goods and 2700 guruÙ.",,,1630-03-02,Evas€±t-€± Receb 1039:Evasit,Hijri,Ohri;€¡lbasan;D€±raÌ¤,ahdname,Ohri ve €¡lbasan ve Alvonya sancaklar€±nda mahsul-u emval olan B€±Ì¤akÌ¤€± o€Ùlu Mehmed;Venedik balyosu,ArchivalObject015,,,,genredoc0459
Carte_Turche_509,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  9",9,Ottoman,"Mektub sent by Receb PaÙa to B€±Ì¤akÌ¤€± o€Ùlu Mehmed regarding Venetian ships which belong to a Venetian noble and which run ashore while on theirto Venice. They crashed near D€±raÌ¤. Kara Mehmed and Sar€± Cafer received 2700 guruÙ to help the Venetians save their belongings from the water. However, they decided to take the goods inside those ships and 130 Venetian subjects as slaves. They also took their cannons some of which were put in the fortress and some were taken to the villages. In spite of previous orders, neither those evil-doers were punished nor the belongings of the Venetians were returned. Now, Mehmed is asked in line with the order sent by the Porte to release the Venetian subjects, return their goods and 2700 guruÙ.",,,1630-03-02,no date,Gregorian,€¡lbasan;Avlonya;DiraÌ¤,,€¡lbasan ve Delvine sancaklar€±nda mahsul-u emval olan B€±Ì¤akÌ¤€±zade Mehmed,ArchivalObject015,,"PersonDocumentRelation0177, PersonDocumentRelation0178",,genredoc0460
Carte_Turche_51,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  56",56,Ottoman,Order sent to the beylerbeyi and kad€± of Tripoli upon the bailo's request regarding Venetian ship Torneliya. The ship approached the Tripoli harbour and local officials purchased the goods without paying anything. Upon this merchants complained. Beylerbeyi and kad€± are ordered to investigate this issue in a court with the merchants and localofficials or their representatives. They are ordered to collect the merchant's money and return it if what they said is true.,,,1590-11-03,Evail-i muharrem 998:Eva'il,Hijri,TrablusÙam,safe conduct;commercial dispute,TrablusÙam Beylerbeyi;TrablusÙam Kad€±s€±;Venedik balyosu,ArchivalObject009,,,,genredoc0461
Carte_Turche_510,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  10",10,Ottoman,TemessÌ_k given to the Venetians for the payment made for the island of Zakise for the years 1039-1040.,,,1630-03-08,23 Receb 1039,Hijri,Zakise,ahdname,,ArchivalObject015,,PersonDocumentRelation0179,,genredoc0462
Carte_Turche_511,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  11",11,Ottoman,"Order sent to the kad€± of Band€±rma upon the request of the bailo regarding Venetian consul €¡zeppo's house in the district. €¡zeppo died and his house was inherited by his daughter who rented the house and subsisted on this rent. However, some officials who came to Band€±rma claimed the house for the treasury and removed the renters. The kad€± is ordered to give the house back to the daughter of €¡zeppo and find a housing or room for the officials on duty.",,,1630-03-02,Evas€±t-€± Receb 1039:Evasit,Hijri,Band€±rma,ahdname;diplomatic affairs,Band€±rma Kad€±s€±;Venedik balyosu;Venedik konsolosu,ArchivalObject015,,,,genredoc0463
Carte_Turche_512,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  12",12,Ottoman,"Mektub sent by Hasan PaÙa to the sancakbey of NakÙe regarding the death of the Venetian consul in NakÙe, Pare and appointment of a new one who is on his way to the region with a berat from the Porte. The sancakbey is asked to protect him and install him as the representative of the Venetians.",,,1630-03-02,no date,Gregorian,NakÙe;Pare,ahdname;diplomatic affairs,NakÙe Beyi Kapudan Hasan PaÙa;Venedik konsolosu,ArchivalObject015,,,,genredoc0464
Carte_Turche_513,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 337 Page  13",13,Ottoman,Mektub sen by Kas€±m A€Ùa of the Janissaries to Murad A€Ùa in NakÙe regarding Murad A€Ùa's bad treatnment of the bailo's men and the Venetian consul in the area. Murad A€Ùa is asked to treat them nicely and not to harass them. He is warned that there should be no more complaints about him.,,,1630-03-02,Evas€±t-€± Receb 1039:Evasit,Hijri,NakÙe,ahdname,Kas€±m A€Ùa;Murad A€Ùa;Venedik balyosu;Venedik konsolosu,ArchivalObject015,,,,genredoc0465
